lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
187,0,112.5,8,29,4,0,1,0,0,0
138,0,130.05,7,16,4,3,2,0,0,1
182,1,144.5,12,27,4,4,0,0,5,0
2,2,114.73,9,15,4,1,0,3,0,1
24,0,157.0,6,22,4,2,0,0,3,0
63,0,90.06,4,22,4,3,2,0,0,1
26,0,85.0,10,16,3,0,2,0,0,1
18,2,151.0,8,6,4,2,2,0,0,1
9,2,178.0,10,30,4,0,2,1,0,1
110,1,76.5,4,9,4,2,2,3,0,0
11,0,76.29,12,2,4,2,2,3,0,1
47,2,130.05,4,10,4,2,2,0,3,1
6,1,135.5,12,24,4,1,0,1,0,1
22,0,75.0,12,18,2,2,0,0,0,1
15,0,88.4,12,20,4,5,2,0,0,1
41,1,177.3,8,24,4,3,0,0,3,1
22,0,106.4,9,26,4,3,1,0,0,0
86,2,99.0,11,4,4,2,1,0,0,1
79,0,89.25,9,18,4,1,0,0,0,0
66,0,75.0,11,24,3,3,0,0,0,1
151,1,88.01,10,6,4,3,2,0,0,1
0,0,105.4,6,20,3,2,1,0,0,1
47,0,90.3,2,18,4,3,0,0,3,1
50,3,198.0,10,16,4,3,2,0,5,1
53,0,127.6,5,16,4,1,1,0,1,1
63,2,137.7,7,18,4,1,1,0,3,1
21,0,95.0,4,28,0,8,3,0,0,1
9,1,103.67,12,27,4,1,2,0,0,1
26,1,104.0,11,19,4,1,1,0,0,0
162,0,158.56,12,26,4,5,2,0,0,1
106,0,111.3,4,28,4,3,0,0,3,1
9,1,153.0,8,17,4,2,1,0,5,0
6,0,65.0,10,12,2,0,1,0,0,1
3,0,95.0,11,10,0,2,0,0,3,1
5,0,0.0,3,16,1,2,0,2,6,1
34,1,94.5,10,4,4,2,2,0,0,1
71,1,63.49,2,15,4,4,1,0,3,1
45,2,159.3,6,17,4,2,0,0,3,1
102,0,189.3,7,22,4,2,1,0,5,1
231,0,86.63,8,11,4,2,0,0,1,0
1,2,111.0,2,26,4,2,0,0,0,1
92,0,90.0,11,2,4,4,1,0,0,1
91,0,113.4,10,12,4,2,0,0,0,1
9,1,160.29,7,14,4,5,2,0,3,1
24,2,115.0,9,19,4,1,0,3,0,1
8,2,132.6,5,21,4,1,2,0,3,1
48,1,149.4,8,1,4,1,1,0,3,0
63,1,103.61,10,24,4,4,1,1,3,1
3,0,68.0,3,11,3,2,2,0,0,1
121,0,72.25,7,18,3,12,5,0,0,0
2,2,0.0,12,1,4,0,0,0,0,1
37,0,123.0,10,26,4,1,0,0,0,1
9,2,148.0,8,14,4,1,2,3,0,1
0,1,151.0,7,2,4,2,2,0,0,1
24,2,81.0,3,8,4,3,0,3,0,1
101,0,103.6,4,11,4,2,1,0,3,1
146,3,178.2,6,12,4,1,2,0,5,1
31,0,147.72,8,22,3,2,1,1,0,1
165,1,83.58,7,6,4,4,2,3,0,1
78,1,70.88,12,22,4,5,2,0,3,1
93,0,63.75,3,15,3,4,0,3,0,1
89,1,87.3,4,8,4,2,1,0,0,1
145,0,114.3,7,30,4,1,1,0,0,0
20,0,81.0,1,22,4,1,0,0,0,1
77,0,86.4,11,23,4,1,0,0,0,0
26,0,65.0,7,11,2,0,1,0,0,1
53,0,149.4,9,11,4,2,2,0,3,0
251,1,81.5,8,14,4,3,2,0,1,0
18,1,96.0,9,4,4,2,0,3,0,1
10,0,119.0,6,14,4,1,0,0,3,0
71,0,183.5,10,22,3,1,1,1,3,1
49,3,94.32,9,3,4,3,2,3,0,1
187,0,96.05,8,28,4,5,2,0,0,0
162,0,96.9,8,11,3,3,2,0,0,1
32,2,126.0,4,20,4,2,0,0,0,1
59,2,129.2,12,13,4,5,0,1,3,1
26,0,115.0,4,15,4,2,0,3,0,0
12,0,97.02,5,30,4,2,1,0,0,0
35,1,110.7,6,26,4,3,2,0,0,1
3,0,95.0,9,25,3,0,1,0,0,1
104,0,102.3,4,28,4,3,0,0,0,1
74,2,88.4,11,15,4,4,0,0,0,0
0,0,85.0,10,30,3,2,0,0,0,1
30,2,88.0,12,11,4,0,2,3,0,1
9,1,106.0,12,16,4,1,0,0,3,1
172,1,70.85,7,22,4,6,2,0,0,1
191,0,49.5,6,3,3,2,1,0,0,1
39,0,140.08,11,9,4,4,1,0,3,1
42,1,126.0,3,5,4,1,2,1,3,1
59,1,74.8,11,21,4,3,1,3,0,1
40,1,174.3,7,15,4,2,1,0,3,1
35,0,70.0,10,30,3,2,1,0,3,1
78,1,160.08,9,11,4,0,2,0,5,1
182,1,122.4,10,6,4,3,1,0,3,0
35,1,133.2,9,26,4,1,1,0,0,0
31,0,63.0,3,17,3,5,2,0,0,1
36,1,53.97,1,29,4,2,1,3,0,1
123,0,76.5,7,13,4,3,1,0,0,0
138,1,121.5,7,25,4,2,1,0,0,1
95,0,107.1,8,1,4,2,1,3,0,0
235,1,90.95,8,12,4,3,2,0,0,0
115,0,131.4,8,26,4,2,2,0,3,0
12,3,100.94,11,12,4,2,2,0,0,1
54,2,146.92,10,9,4,1,2,0,5,1
89,0,82.45,4,4,4,3,1,0,0,1
28,1,134.37,7,7,4,3,0,3,0,1
36,3,171.9,10,9,4,2,2,0,3,1
259,0,96.1,10,2,4,3,2,0,0,0
25,0,75.2,11,29,4,1,0,0,0,1
16,1,98.6,12,24,4,2,2,0,3,1
19,1,191.0,8,14,4,1,2,0,3,0
0,2,89.0,12,23,4,2,0,0,0,1
129,0,112.5,7,6,4,1,0,3,0,0
6,1,136.0,10,19,4,2,1,0,3,1
4,1,187.0,3,26,4,1,0,0,3,1
95,0,79.56,7,15,3,2,2,0,0,1
5,0,89.0,4,19,4,1,0,3,0,1
106,0,72.25,7,13,3,4,1,0,0,1
49,0,131.4,6,3,4,2,1,0,3,0
11,1,57.98,1,28,4,1,0,3,0,1
193,0,65.0,10,15,3,3,0,0,0,0
24,0,111.6,10,2,3,1,0,0,0,1
8,0,127.0,2,4,4,3,0,0,0,0
73,0,75.0,12,4,3,0,2,0,0,1
123,1,81.5,4,12,4,5,0,0,1,1
286,1,117.0,9,16,3,2,0,1,0,0
83,1,96.3,4,7,4,2,0,0,0,1
6,0,65.0,9,26,2,0,1,0,0,1
9,0,95.0,4,20,3,3,0,0,0,1
147,1,124.0,6,2,3,3,0,0,0,0
13,2,129.0,9,25,4,1,2,3,0,1
92,0,60.0,12,22,3,4,0,0,3,1
67,0,95.0,7,26,3,1,0,1,0,1
3,0,110.0,5,1,0,6,4,0,3,0
3,1,83.9,1,14,4,1,0,0,0,1
200,2,161.1,9,19,4,2,1,1,0,0
10,0,118.8,3,1,4,5,0,0,3,1
13,1,90.0,8,25,4,2,0,0,0,1
28,1,109.0,4,21,4,2,0,0,0,1
63,0,159.3,6,11,4,1,0,0,3,0
26,1,119.0,10,16,4,3,2,3,0,0
57,0,105.3,4,11,4,2,1,0,0,0
96,1,96.3,4,18,4,2,1,0,0,1
140,2,76.5,8,10,4,6,3,0,0,1
100,1,150.3,8,25,4,3,1,0,3,1
112,0,129.6,9,8,4,1,0,0,0,0
245,0,80.75,9,28,3,4,0,0,0,1
2,0,65.0,10,18,2,0,2,0,0,1
5,2,127.0,8,17,4,1,0,3,0,1
20,1,145.0,9,24,4,3,2,0,0,1
175,1,96.3,7,13,4,2,0,0,0,1
29,2,122.0,8,30,4,1,0,0,0,1
5,1,63.4,1,24,4,1,2,0,3,1
17,1,95.0,6,23,4,1,0,0,0,0
31,2,125.1,9,11,4,0,1,3,0,1
4,2,0.0,4,18,4,0,1,0,4,1
29,1,129.73,8,15,4,2,1,3,0,0
21,1,102.0,11,1,4,4,0,0,0,1
230,0,96.3,10,19,4,3,0,0,0,0
11,1,66.99,12,13,4,0,2,0,0,1
64,0,100.0,10,1,3,4,2,0,0,1
21,1,80.3,1,29,4,2,0,0,0,1
87,0,96.3,4,14,4,3,0,0,0,0
62,1,60.29,3,14,4,2,1,0,0,1
1,0,85.0,5,12,3,1,0,3,0,1
9,0,150.07,11,26,4,1,2,0,5,1
113,0,89.25,5,9,4,3,1,0,0,0
2,1,0.0,12,13,1,0,1,0,0,1
127,1,63.75,8,16,3,1,2,0,0,0
7,0,251.5,9,25,4,5,3,0,5,0
37,1,80.3,2,10,4,4,1,0,0,1
80,0,160.0,10,9,3,2,0,1,3,1
110,0,93.3,4,9,4,1,2,0,0,1
209,0,111.35,9,29,4,3,1,0,0,0
52,2,158.4,10,17,4,1,1,0,3,1
158,0,107.0,4,12,4,3,0,0,0,0
169,1,94.5,7,13,4,3,0,3,0,1
4,0,99.0,3,11,2,1,0,0,0,1
34,0,112.5,3,23,4,1,0,0,3,0
83,0,80.75,4,20,3,5,2,0,0,1
86,0,120.0,9,24,3,2,0,1,0,1
4,0,124.36,9,13,4,2,0,0,3,0
2,1,109.0,2,8,4,0,1,0,0,1
196,0,128.7,8,28,4,1,2,0,3,0
16,0,107.0,8,28,3,3,2,0,3,1
16,4,159.0,12,3,4,1,0,1,3,1
89,0,110.3,6,26,4,5,4,0,0,0
3,0,166.25,9,26,2,1,1,0,4,1
33,0,126.9,5,2,4,1,1,0,0,0
83,2,122.4,11,4,4,2,1,0,3,1
0,0,0.0,8,3,1,0,1,0,0,1
23,0,72.8,2,10,4,4,0,0,0,0
118,1,97.75,4,30,4,3,2,0,0,1
102,0,150.15,6,12,4,3,2,0,3,1
194,1,105.6,10,8,4,4,2,3,0,0
0,0,65.0,11,29,2,1,0,0,0,1
35,2,77.25,12,26,4,1,0,0,1,1
3,0,65.0,10,12,2,2,1,0,0,1
90,3,127.71,12,26,4,3,1,0,3,1
65,0,111.0,10,19,4,2,1,0,0,1
60,0,121.5,4,30,4,1,1,0,0,0
1,0,111.0,3,15,3,3,0,1,3,1
47,0,134.1,6,22,4,2,0,0,3,0
144,1,85.5,6,26,4,0,2,3,0,1
62,0,80.3,3,4,4,2,1,0,0,0
175,2,93.5,9,11,4,2,2,0,0,1
78,1,88.4,12,8,4,3,1,0,0,1
66,1,79.0,12,24,4,1,2,0,3,1
147,0,118.8,8,22,4,2,1,0,3,0
189,1,90.95,7,30,4,3,2,0,0,1
0,0,76.0,1,21,2,1,0,0,0,1
0,0,59.94,11,16,4,4,0,3,0,1
77,1,95.2,4,16,4,2,2,0,0,1
67,1,75.54,9,5,4,2,1,0,0,1
30,1,67.5,1,28,4,3,0,3,0,1
15,2,225.2,7,26,4,3,0,0,6,1
37,0,85.5,9,16,4,2,0,0,0,1
6,2,93.0,7,21,2,2,0,0,0,1
58,0,100.48,4,12,4,3,0,0,4,1
84,1,90.9,10,26,4,3,0,0,0,1
290,0,106.0,12,12,2,2,1,0,4,1
35,2,199.0,11,7,4,3,1,0,0,1
10,2,114.0,9,22,4,2,0,3,0,1
70,0,69.5,2,5,4,2,0,3,0,1
82,0,96.3,6,27,4,0,1,0,0,0
64,0,80.1,10,25,4,2,0,3,0,1
30,1,88.0,11,14,4,0,1,3,0,1
95,1,118.8,7,14,4,4,2,0,3,1
13,0,98.4,9,16,4,1,0,0,0,1
4,1,111.0,11,13,4,1,2,0,0,1
6,0,106.0,2,5,4,2,0,0,3,0
108,1,94.5,5,2,4,2,1,3,0,1
2,1,104.0,4,11,4,1,1,3,0,1
10,0,79.0,11,7,0,3,1,0,0,0
33,2,94.5,9,15,4,3,0,0,0,1
141,0,90.0,9,20,3,0,1,0,0,0
18,0,50.33,2,22,3,5,1,0,0,1
90,1,93.6,12,21,4,3,0,0,0,1
29,0,59.29,9,17,3,5,2,0,3,1
8,0,77.92,12,27,4,1,2,3,0,1
269,1,80.0,12,29,3,3,2,0,0,1
149,0,118.8,8,20,4,1,2,0,3,0
64,1,85.93,10,25,4,2,0,0,3,1
192,0,0.0,9,25,4,3,2,0,0,1
32,2,149.4,9,10,4,2,2,0,3,1
49,0,44.67,3,12,3,1,2,0,0,1
86,1,79.5,4,5,4,3,0,3,0,1
13,0,179.5,3,26,4,2,2,0,3,0
33,1,0.0,4,18,4,2,1,0,0,1
155,0,94.5,8,22,4,2,1,3,0,0
6,1,97.0,1,16,4,1,1,0,0,1
167,0,78.2,10,5,3,2,0,0,0,0
22,0,221.0,6,16,4,3,0,0,5,0
110,1,149.4,9,21,4,4,1,0,3,0
132,2,114.75,7,2,4,5,2,0,0,0
183,1,112.0,8,3,3,4,1,0,0,0
102,1,77.78,4,14,4,3,1,0,1,1
57,2,108.8,3,21,4,3,1,0,0,1
44,1,93.6,6,1,4,2,0,3,0,1
87,0,85.0,5,26,3,3,1,3,0,1
1,0,79.0,2,14,4,0,1,3,0,0
90,1,105.3,4,19,4,3,0,0,0,1
69,1,153.05,10,16,4,3,2,0,5,1
48,0,121.5,5,29,4,0,2,0,0,0
17,1,133.0,9,21,4,3,1,0,0,1
157,2,121.5,7,14,4,2,0,0,0,0
18,0,169.0,1,15,4,3,2,0,5,1
8,1,184.0,9,21,4,2,0,0,3,1
123,1,119.85,6,7,4,5,1,0,0,1
34,0,194.85,8,15,4,3,1,1,0,0
17,0,85.0,10,9,3,1,2,3,0,1
208,0,150.45,9,12,4,12,5,0,3,0
3,0,80.0,11,9,3,2,1,0,0,1
247,1,67.26,12,24,4,3,2,0,1,1
13,0,104.0,4,26,4,2,0,3,0,1
28,0,120.0,11,2,4,1,0,3,0,1
59,0,127.8,4,15,4,2,0,0,3,0
4,2,99.5,11,22,4,2,0,0,0,1
75,0,60.0,2,20,3,2,2,0,0,1
70,1,67.5,3,9,4,2,0,3,0,0
3,1,157.27,10,15,4,1,0,0,3,1
59,1,137.7,7,28,4,2,0,0,0,1
85,1,90.9,10,30,4,0,2,0,0,0
18,0,190.0,9,26,2,2,2,0,0,1
76,0,142.2,7,10,4,2,2,0,3,1
48,0,175.0,9,14,3,2,0,0,4,1
86,2,87.3,3,10,4,3,0,0,3,1
90,0,73.95,3,7,4,4,1,0,0,0
65,0,148.5,7,9,4,1,1,0,3,0
22,0,71.2,1,25,4,15,5,3,0,1
155,1,148.58,12,29,4,3,2,0,5,0
38,2,120.91,11,4,4,2,2,0,3,1
11,1,91.0,2,13,4,1,0,0,0,1
26,0,90.44,3,1,4,5,0,1,0,1
144,1,114.3,5,6,4,2,0,0,3,0
58,1,83.3,3,21,4,3,1,3,0,0
5,0,65.0,10,5,2,0,1,0,0,1
126,1,76.5,7,27,4,2,1,0,0,1
23,1,143.99,5,2,4,2,1,0,3,1
62,0,96.23,9,4,4,2,2,0,1,0
106,0,38.67,3,10,3,3,0,0,0,1
2,0,101.0,3,28,4,0,1,0,0,1
185,1,99.45,8,10,4,6,2,0,0,1
6,1,141.0,6,27,4,3,1,0,0,1
74,0,95.0,9,16,3,2,2,0,0,1
78,1,120.28,5,23,4,3,1,3,0,1
1,1,119.0,4,23,4,3,2,0,0,1
0,0,88.56,5,20,4,1,0,3,0,0
18,1,77.0,1,21,4,3,0,3,0,1
156,1,99.88,6,8,4,4,0,3,0,0
44,0,108.45,6,19,4,2,2,0,0,0
96,1,87.55,4,8,4,3,2,0,0,1
178,2,162.9,10,28,4,3,2,0,5,0
1,2,119.67,3,17,4,3,0,0,0,1
22,3,130.0,11,11,4,2,0,0,3,1
4,1,73.92,4,18,4,1,1,0,0,1
239,0,92.65,12,26,4,4,1,0,0,0
91,0,90.95,6,3,3,2,1,0,3,0
30,1,126.9,5,21,4,1,0,0,0,1
157,2,102.86,10,22,4,5,2,0,0,0
91,1,120.69,8,14,4,0,1,0,0,1
1,1,139.0,8,26,4,1,0,3,0,1
15,1,75.0,12,10,2,2,0,0,0,1
211,0,72.76,10,21,4,2,2,0,0,0
247,1,100.3,9,26,4,5,2,0,0,0
31,0,71.0,2,4,2,2,0,0,0,1
0,0,95.5,8,31,2,2,1,0,0,1
63,1,72.9,3,11,4,2,1,0,0,1
10,0,91.0,2,13,4,2,2,0,0,1
121,0,120.0,6,9,3,1,0,0,0,0
46,1,111.6,12,8,4,3,0,0,0,1
55,0,190.8,10,6,4,3,0,0,5,0
148,0,96.9,8,21,3,1,2,0,0,1
1,0,89.0,3,30,2,1,0,0,0,1
18,0,156.0,5,13,4,2,0,0,3,0
124,0,71.0,4,5,3,3,0,0,0,1
0,2,0.0,12,12,1,0,1,0,0,1
0,0,65.0,9,27,2,0,2,0,0,1
66,0,150.22,11,6,4,3,2,1,0,0
40,0,126.9,5,21,4,3,2,0,0,0
189,1,60.0,3,25,3,2,1,0,3,1
6,2,129.0,9,12,4,0,1,3,0,1
64,0,92.48,9,14,3,4,1,0,0,1
25,4,155.67,9,16,4,2,1,0,0,1
5,2,183.67,3,24,4,3,0,0,3,1
0,1,142.67,9,8,4,3,0,0,0,1
183,1,105.3,8,8,4,1,1,0,0,0
28,0,65.0,12,18,2,1,0,0,0,1
4,2,89.0,3,4,4,2,1,3,0,1
50,0,156.6,12,23,4,2,2,0,5,0
20,1,99.0,1,21,4,2,0,0,3,1
54,1,111.0,10,30,4,4,2,0,3,0
17,0,95.0,10,9,0,3,2,0,0,1
250,0,95.0,9,26,3,3,1,0,0,0
16,1,148.0,12,30,4,2,0,0,3,1
107,1,130.0,5,7,4,1,2,0,0,0
6,0,73.15,11,16,4,3,1,3,0,1
28,0,97.0,9,10,3,2,0,0,3,1
66,0,65.66,2,27,4,2,2,0,1,0
0,0,95.0,6,22,0,1,0,0,0,1
144,2,91.26,10,23,4,3,2,3,0,1
38,1,126.9,5,23,4,2,1,0,0,0
222,2,72.9,12,2,4,2,1,0,0,0
134,0,79.2,11,12,4,1,2,3,0,0
105,1,76.5,7,8,4,2,0,0,0,0
42,2,143.1,4,29,4,2,1,0,0,1
5,1,134.3,11,8,4,5,0,1,0,1
18,2,130.0,2,28,4,2,2,0,3,1
134,2,76.5,8,13,4,3,0,0,0,1
92,2,76.08,8,6,3,3,0,0,0,1
1,1,114.0,12,30,4,1,0,3,0,1
87,1,102.3,6,26,4,1,2,0,0,1
9,0,104.8,5,31,4,3,0,0,0,1
0,0,0.0,8,11,1,1,0,0,0,1
115,0,92.12,6,26,4,2,2,0,1,0
79,0,112.05,7,9,4,2,2,0,0,0
3,0,124.0,6,27,3,0,1,3,0,1
59,0,75.0,11,12,3,1,2,0,0,1
1,1,102.0,2,27,4,1,0,0,0,1
124,1,105.3,8,1,4,2,1,0,0,1
12,2,68.0,12,3,3,3,2,0,0,1
7,2,90.0,8,26,4,4,0,0,0,1
70,0,87.3,3,13,4,1,2,0,3,0
54,1,118.8,4,7,4,3,0,0,3,1
78,1,83.85,3,1,4,8,2,0,3,1
33,1,88.0,12,10,4,1,0,3,0,1
195,1,112.5,8,30,4,2,0,0,0,0
13,0,65.0,11,15,2,0,1,0,0,1
17,0,58.0,12,21,3,4,1,0,0,1
69,0,198.9,5,7,4,1,2,0,5,1
80,2,137.7,4,11,4,2,1,0,0,1
111,1,105.4,4,26,3,3,0,0,0,1
1,0,65.0,11,19,2,1,0,0,0,1
34,0,100.5,4,14,4,3,0,3,0,0
96,0,138.0,9,28,3,1,1,1,4,0
24,0,110.0,8,31,4,3,0,3,0,1
116,2,125.1,9,25,4,3,2,3,0,1
109,0,75.76,4,16,4,2,2,0,1,1
0,1,0.0,4,7,1,1,0,0,0,1
17,0,97.0,3,19,4,1,0,3,0,1
6,0,65.0,5,31,2,1,0,0,0,1
27,0,87.0,3,6,3,3,2,0,0,1
89,0,114.3,7,5,4,3,0,0,0,0
0,1,89.0,2,27,4,1,0,0,0,1
0,0,79.0,3,21,2,1,1,0,0,1
14,0,124.0,9,21,4,2,1,0,0,1
162,0,135.0,5,11,4,3,0,0,3,0
0,0,124.0,8,10,4,3,1,0,0,1
28,1,141.67,12,30,3,2,1,0,0,1
4,1,151.0,7,15,4,1,0,0,0,1
214,0,103.5,10,7,4,2,1,0,0,0
4,1,174.67,9,13,4,3,0,0,3,1
54,2,174.9,3,27,4,1,2,0,5,1
13,2,265.44,7,13,4,7,2,0,6,1
2,1,130.0,3,20,4,3,2,0,0,1
5,1,93.5,11,15,4,2,2,0,0,1
2,1,0.0,10,23,1,0,0,0,3,1
39,0,192.95,12,28,4,4,0,1,0,1
111,1,109.65,6,13,4,5,2,3,0,0
14,1,114.0,9,16,4,1,0,0,0,1
16,2,140.0,10,29,4,1,2,0,0,1
21,0,85.0,10,4,3,3,0,0,0,1
16,1,130.0,8,1,4,0,1,0,0,1
28,1,126.0,10,20,4,4,0,0,0,1
69,0,72.25,4,10,3,0,1,3,0,1
82,1,59.85,10,30,4,2,2,3,0,1
150,0,63.75,7,21,3,1,0,3,0,0
64,1,114.3,7,26,4,3,0,0,0,1
148,0,72.25,8,21,3,1,2,0,0,1
107,0,55.63,12,18,4,2,2,0,0,0
12,1,140.0,10,21,4,2,0,3,0,1
25,1,135.0,9,15,4,3,2,3,0,0
17,3,92.91,12,29,4,5,2,3,0,1
38,0,81.0,6,19,3,1,2,0,0,0
192,0,130.05,8,4,4,3,1,0,0,0
4,3,191.0,4,11,4,2,1,0,5,1
107,0,116.1,6,14,4,2,0,3,1,0
85,1,76.5,7,30,4,3,0,0,0,1
131,2,72.77,8,5,4,2,0,3,0,1
99,0,82.45,4,11,4,3,1,0,0,0
217,1,80.75,9,1,3,3,1,0,0,1
36,1,88.4,12,22,4,3,2,0,0,1
3,0,65.0,10,5,2,2,1,0,0,1
0,2,129.0,6,17,4,1,0,3,0,1
248,0,74.15,10,29,4,1,2,0,0,0
4,0,91.0,2,16,4,1,0,0,0,1
73,2,122.4,6,4,4,1,1,0,0,1
166,2,121.5,8,2,4,3,0,0,0,0
187,1,122.4,10,1,4,2,2,0,3,0
305,2,79.5,12,29,4,3,0,3,0,0
40,0,38.67,12,26,3,1,2,0,0,1
1,0,106.54,8,11,4,10,3,0,0,0
66,0,120.6,8,31,4,4,0,3,0,0
125,1,85.5,6,30,4,1,0,3,0,1
6,1,131.0,4,15,4,1,0,0,0,1
1,0,86.0,9,25,3,3,2,0,0,1
0,0,149.0,9,8,4,1,0,3,0,1
45,2,177.3,4,11,4,2,1,0,5,1
25,2,101.33,10,9,4,4,2,3,0,1
43,1,81.9,3,14,4,3,1,0,0,1
0,0,159.0,7,5,4,1,0,0,0,1
64,0,105.93,8,23,3,8,2,0,0,1
53,0,101.1,6,27,4,2,1,3,0,0
190,2,90.65,6,8,4,4,0,0,3,0
0,0,131.0,9,30,2,2,1,0,0,1
42,1,144.9,8,14,4,2,2,0,0,1
34,0,82.8,10,13,3,2,0,0,0,1
77,0,97.02,3,26,4,5,2,0,3,0
22,0,62.0,11,17,2,1,0,0,0,0
31,0,100.0,6,2,3,2,0,0,0,1
24,1,139.0,8,2,4,4,0,3,0,1
18,2,119.58,1,1,4,2,1,0,1,1
164,1,94.5,8,4,4,2,0,3,0,1
47,2,159.75,10,25,3,4,2,1,0,1
0,2,121.0,7,29,4,1,0,0,0,1
175,1,152.15,9,11,4,2,2,1,0,0
1,3,184.0,10,1,4,1,1,0,0,1
14,1,121.0,6,8,4,1,0,0,0,1
38,3,77.23,11,2,4,4,0,0,3,1
10,0,156.5,9,3,4,2,2,0,3,0
136,1,105.3,8,3,4,3,0,0,0,1
62,2,98.55,9,4,4,2,2,0,0,1
2,2,164.5,10,9,4,2,0,0,3,1
2,1,78.0,12,17,4,1,0,3,0,1
260,0,113.4,9,22,4,3,0,3,0,0
195,2,112.2,8,17,4,5,2,0,3,0
59,1,94.5,7,24,4,2,2,3,0,1
35,2,96.0,11,15,4,3,0,0,0,1
1,0,111.0,11,19,4,1,0,0,0,1
121,0,113.05,5,14,4,2,2,0,3,0
174,0,95.67,9,22,3,3,0,0,0,1
36,1,91.8,11,1,4,4,0,0,0,0
65,2,125.1,9,8,4,1,0,3,0,1
97,0,135.0,10,17,4,5,2,0,0,0
155,1,135.9,9,2,4,2,1,0,0,0
70,0,87.3,4,2,4,1,2,0,0,0
42,1,76.05,3,22,3,3,0,0,0,1
46,2,107.55,10,19,4,2,0,3,0,1
131,0,177.3,7,15,4,1,0,0,5,0
217,1,159.3,9,23,4,2,1,0,3,0
52,0,60.0,11,9,3,3,1,0,3,1
32,0,85.0,10,24,3,3,1,0,0,1
60,1,93.6,11,18,4,2,1,0,0,1
25,1,104.0,6,1,4,2,0,3,0,1
14,0,43.5,11,5,3,3,1,0,0,1
85,0,76.5,7,24,4,3,2,0,0,0
39,1,140.4,5,17,4,3,0,0,3,1
153,0,189.9,6,12,4,1,2,0,5,0
116,1,96.0,7,16,4,4,2,3,0,1
2,2,145.67,6,13,4,2,1,1,0,1
130,1,118.8,9,18,4,0,1,3,0,0
17,2,110.0,10,27,4,1,0,3,0,1
2,1,102.8,8,19,4,4,1,0,0,1
0,1,110.0,3,6,4,1,2,0,3,1
16,0,92.85,12,4,3,2,2,0,0,1
0,0,99.0,8,11,4,1,0,0,0,1
247,0,111.0,6,6,3,1,1,1,0,0
7,0,79.0,11,3,2,1,0,0,0,1
143,0,85.5,8,26,4,2,2,3,0,0
5,0,84.8,12,28,4,1,0,0,0,1
31,1,87.3,9,6,4,1,0,3,0,1
98,1,59.5,12,29,3,3,0,0,0,1
2,0,77.0,9,21,3,2,1,0,0,1
20,0,67.0,12,4,2,0,2,0,0,1
40,0,75.0,10,28,3,3,0,0,3,1
94,3,72.25,12,4,4,2,1,0,0,1
7,1,154.0,7,11,4,0,1,0,0,1
128,0,122.4,8,17,4,4,1,0,3,0
29,0,63.0,11,6,3,2,1,0,0,1
17,1,101.0,6,13,4,0,1,0,0,1
5,0,0.0,5,24,1,2,0,0,0,1
8,0,146.0,4,21,4,3,0,0,3,1
181,2,118.0,5,23,4,2,1,0,0,0
20,1,121.25,5,29,4,4,2,0,3,1
0,0,124.0,8,11,4,2,0,0,0,1
55,1,84.45,1,29,4,2,2,0,3,1
58,1,95.48,10,18,4,4,0,0,3,1
90,1,72.25,12,4,4,2,2,0,0,1
70,0,40.67,1,15,3,2,1,0,0,1
104,0,94.5,7,16,4,1,0,3,0,0
6,0,130.0,10,29,3,1,0,0,0,1
72,0,60.0,2,13,3,2,2,0,0,1
28,0,149.15,5,22,4,2,2,0,3,0
25,2,186.5,7,18,4,0,1,0,0,1
51,1,64.45,10,27,4,1,0,3,0,1
13,0,137.0,7,8,4,1,0,3,0,0
141,1,96.3,7,1,4,2,0,0,0,1
132,1,113.4,10,8,4,3,2,0,0,0
1,0,91.2,9,20,4,1,2,3,0,1
194,2,111.11,8,24,4,5,2,0,0,0
53,1,134.4,6,9,4,3,0,0,3,0
40,0,85.5,10,10,3,2,1,0,0,1
0,0,80.0,12,23,4,1,0,3,0,1
203,1,105.3,8,10,4,3,0,0,0,0
5,0,110.0,9,12,0,0,1,0,3,0
3,0,153.0,8,11,4,1,0,3,5,1
40,1,126.9,5,13,4,2,2,0,0,1
0,0,65.0,2,16,2,1,0,0,0,1
71,0,51.96,7,11,4,1,0,3,0,1
26,1,57.59,11,17,4,3,1,3,0,1
39,1,67.5,2,13,4,1,2,3,0,1
22,0,79.2,11,25,4,2,1,0,0,1
32,2,105.4,3,4,4,2,0,0,3,1
153,2,80.75,6,30,4,3,1,3,0,1
273,0,109.0,7,17,3,2,0,1,0,0
18,0,197.0,4,22,4,1,0,0,5,0
27,0,90.25,9,3,4,3,1,0,0,1
5,1,128.0,3,21,4,4,1,0,0,1
211,1,91.36,5,31,4,3,0,3,1,0
192,1,72.75,8,8,4,3,1,0,0,1
103,0,72.25,7,18,3,3,1,0,0,0
154,3,177.3,6,28,4,3,0,0,5,1
223,0,102.85,10,3,4,3,1,0,0,0
5,0,80.0,2,12,4,1,0,3,0,1
23,1,99.0,10,30,4,3,2,3,0,0
112,1,104.5,7,18,4,1,1,0,0,1
147,1,96.5,4,4,4,3,1,0,1,0
51,0,123.3,8,31,4,4,1,0,3,0
108,0,81.25,7,30,3,3,2,0,0,1
